nome;sigla;municipio;id_uf;uf
FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS;FACULDADE INPG - SJC;São José dos Campos;35;SP
FAJOPA - FACULDADE JOÃO PAULO II;FAJOPA;Marília;35;SP
FACULDADE SANTA RITA DE CÁSSIA;IFASC;Itumbiara;52;GO
INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA RITA DE CÁSSIA;ISESC;Itumbiara;52;GO
FACULDADE DE CIÊNCIAS EDUCACIONAIS E SISTEMAS INTEGRADOS;FACESI;Ibiporã;41;PR
FACULDADE DA AMAZÔNIA;FAAM;Ananindeua;15;PA
FACULDADE DELTA;FACDELTA;Salvador;29;BA
FACULDADE VASCONCELLOS & SOUZA;;Anchieta;32;ES
CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;Piripiri;22;PI
FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS;FAETEL;São Paulo;35;SP
FACULDADE INTERNACIONAL DA PARAÍBA;FPB;João Pessoa;25;PB
FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO;FS;Montes Claros;31;MG
FACULDADE DE ODONTOLOGIA DO RECIFE;FOR;Recife;26;PE
FACULDADE ANCHIETA DO RECIFE;FAR;Recife;26;PE
FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD;FPD;Divinópolis;31;MG
UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Chapecó;42;SC
FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL;FATEC;Jaraguá do Sul;42;SC
INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES;ISEAR;Rio Verde;52;GO
INSTITUTO SUPERIOR DE EDUCAÇÃO ANGLO-AMERICANO;ISEAAFI;Foz do Iguaçu;41;PR
FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS;SENAI -SC - CTAI;Florianópolis;42;SC
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS;IFAL;Maceió;27;AL
Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano;IF Sertão;Petrolina;26;PE
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA;IFSC;Florianópolis;42;SC
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO;IFRJ;Rio de Janeiro;33;RJ
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO;IFMT;Cuiabá;51;MT
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO;IFTM;Uberaba;31;MG
FACULDADE DE TECNOLOGIA IBTA CAMPINAS;IBTA;Campinas;35;SP
FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS;Estácio Florianópoli;Florianópolis;42;SC
FACULDADE EQUIPE;FAE;Sapucaia do Sul;43;RS
UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Manaus;13;AM
INSTITUTO SUPERIOR DE EDUCAÇÃO EQUIPE;ISEE;Sapucaia do Sul;43;RS
FACULDADE DE ADMINISTRAÇÃO DA FESPSP;FADFESPSP;São Paulo;35;SP
INSTITUTO SUPERIOR DE EDUCAÇÃO UNIÃO DAS AMÉRICAS;UNIAMÉRICA;Foz do Iguaçu;41;PR
CENTRO DE ENSINO SUPERIOR ARCANJO MIKAEL DE ARAPIRACA;CESAMA;Arapiraca;27;AL
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;IFS;Aracaju;28;SE
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA;IFRR;Boa Vista;14;RR
FACULDADE DE SÃO ROQUE;FAEV;São Roque;35;SP
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;IFNMG;Montes Claros;31;MG
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS;IFMG;Belo Horizonte;31;MG
INSTITUTO SUPERIOR DE EDUCAÇÃO DE GARÇA;ISEG;Garça;35;SP
INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAJAZEIRAS;ISEC;Cajazeiras;25;PB
FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Ponta Grossa;41;PR
FACULDADE DE MINAS BH;FAMINAS-BH;Belo Horizonte;31;MG
INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN;ISALBE;Brasília;53;DF
FACULDADE DE QUATRO MARCOS;FQM;São José dos Quatro Marcos;51;MT
FACULDADE DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE;FACISA;Viçosa;31;MG
FACULDADE DE ARAÇATUBA;;Araçatuba;35;SP
FACULDADE ENTRE RIOS DO PIAUÍ;FAERPI;Teresina;22;PI
FACULDADE DE CIÊNCIAS DA BAHIA - FACIBA;FACIBA;Salvador;29;BA
ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE;ESCS;Brasília;53;DF
FACULDADE LUIZ EDUARDO MAGALHÃES;FILEM;Luís Eduardo Magalhães;29;BA
FI - FACULDADE IGUAÇU;FI;Capanema;41;PR
FACULDADE QUIRINÓPOLIS;FAQUI;Quirinópolis;52;GO
FACULDADE MADRE THAIS;FMT;Ilhéus;29;BA
FACULDADE SÃO BENTO DA BAHIA;;Salvador;29;BA
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS;IFSEMG;Juiz de Fora;31;MG
FACULDADE SANTO ANTONIO;FSA;Alagoinhas;29;BA
FACULDADE DE TECNOLOGIA ENIAC-FAPI;ENIAC;Guarulhos;35;SP
FACULDADE DE TECNOLOGIA SENAC FLORIANÓPOLIS;SENAC FLORIANÓPOLIS;Florianópolis;42;SC
FACULDADE DE TECNOLOGIA INFORMÁTICA;FATI;Fortaleza;23;CE
FACULDADE DE JUNQUEIRÓPOLIS;ISEJ;Junqueirópolis;35;SP
FACULDADES INTEGRADAS MATO-GROSSENSES DE CIÊNCIAS SOCIAIS E HUMANAS;ICE;Cuiabá;51;MT
FACULDADES INTEGRADAS DE PATOS;FIP;Patos;25;PB
FACULDADE DE TECNOLOGIA IPUC;FATIPUC;Canoas;43;RS
FACULDADE INED DE RIO CLARO;CBTA;Rio Claro;35;SP
FACULDADE DE TECNOLOGIA TERMOMECÂNICA;FTT;São Bernardo do Campo;35;SP
FACULDADE DE TECNOLOGIA SÃO FRANCISCO;FATESF;Barra de São Francisco;32;ES
FACULDADE DE ENSINO SUPERIOR DE CATALÃO;FACULDADE CESUC;Catalão;52;GO
INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS;IESCAMP;Campinas;35;SP
FACULDADE DE TECNOLOGIA SENAC RIO;FATEC;Rio de Janeiro;33;RJ
FACULDADE DE TECNOLOGIA TECBRASIL;Ftec Caxias;Caxias do Sul;43;RS
UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;UERGS;Porto Alegre;43;RS
FACULDADE DE TECNOLOGIA DE TERESINA;FACULDADE CET;Teresina;22;PI
FACULDADE DE GETÚLIO VARGAS;FACULDADE IDEAU;Getúlio Vargas;43;RS
INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO;IFESP;Natal;24;RN
FACULDADE GUARAÍ;FAG;Guaraí;17;TO
FACULDADE SÃO FRANCISCO DE JUAZEIRO;FASJ;Juazeiro;29;BA
INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA;ISEOL;Oliveira;31;MG
CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;Varginha;31;MG
CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Patos de Minas;31;MG
CENTRO UNIVERSITÁRIO DE LAVRAS;UNILAVRAS;Lavras;31;MG
INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;IESM;Timon;21;MA
FACULDADE DE TEOLOGIA INTEGRADA;FATIN;Igarassu;26;PE
FACULDADE MONTESSORIANO DE SALVADOR;FAMA;Salvador;29;BA
FACULDADE MISSIONEIRA DO PARANÁ;FAMIPAR;Cascavel;41;PR
FACULDADE PARAÍSO DO CEARÁ;FAP;Juazeiro do Norte;23;CE
FACULDADE RAÍZES;SER;Anápolis;52;GO
FACULDADE DE ENSINO SUPERIOR DOM BOSCO;FACDOMBOSCO;Cornélio Procópio;41;PR
FACULDADE LS;FACELS;Brasília;53;DF
FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS;FBNCTSB;Manaus;13;AM
FACULDADE DE SAÚDE DE SÃO PAULO;FASSP;Penápolis;35;SP
FACULDADE EÇA DE QUEIROS;FACEQ;Jandira;35;SP
FACULDADE JOSÉ AUGUSTO VIEIRA;FJAV;Lagarto;28;SE
FACULDADE ALFA;FA;Praia Grande;35;SP
Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem;FAESSA;Uberlândia;31;MG
FACULDADE DO SERIDÓ;FAS;Currais Novos;24;RN
FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS;FG;Guarulhos;35;SP
FACULDADE DE SAÚDE IBITURUNA;FASI;Montes Claros;31;MG
Faculdade de Araraquara;FARA;Araraquara;35;SP
Faculdade SOCIESC de Balneário Camboriú;;Balneário Camboriú;42;SC
FACULDADE INEDI;CESUCA;Cachoeirinha;43;RS
INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA;ISEIB;Montes Claros;31;MG
FACULDADE POLITÉCNICA DE CAMPINAS;POLICAMP;Campinas;35;SP
Centro de Ensino Superior de Conselheiro Lafaiete;CES-CL;Conselheiro Lafaiete;31;MG
FACULDADE PINHALZINHO;HORUS;Pinhalzinho;42;SC
FACULDADE DE CIÊNCIAS EDUCACIONAIS DE SERGIPE;FCES;Aracaju;28;SE
FACULDADE VICENTINA - FAVI;FAVI;Curitiba;41;PR
FACULDADE DE PRESIDENTE VENCESLAU;FAPREV;Presidente Venceslau;35;SP
FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES;FACE - ALFOR;Além Paraíba;31;MG
FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO;FAINTVISA;Vitória de Santo Antão;26;PE
FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO;FAC - SAUDE ARTHE;Além Paraíba;31;MG
FACULDADE JANGADA;FJ;Jaraguá do Sul;42;SC
FACULDADE CATÓLICA DE POUSO ALEGRE;FACAPA;Pouso Alegre;31;MG
FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO;;Porto Alegre;43;RS
FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB;FAECAD;Rio de Janeiro;33;RJ
INSTITUTO DE ENSINO SUPERIOR MIGUEL DE CERVANTES;IESMC;São José de Ribamar;21;MA
CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA;UNIVEM;Marília;35;SP
FACULDADE DE NANUQUE;FANAN;Nanuque;31;MG
FACULDADE CERES;FACERES;São José do Rio Preto;35;SP
FACULDADE DE TEOLOGIA EVANGÉLICA EM CURITIBA - FATEV;FATEV;Curitiba;41;PR
FACULDADE FAE SÉVIGNÉ PORTO ALEGRE;FAE SÉVIGNÉ;Porto Alegre;43;RS
FACULDADE ANGLICANA DE TAPEJARA;FAT;Tapejara;43;RS
FACULDADE NOVO HAMBURGO;FACULDADE IENH;Novo Hamburgo;43;RS
FACULDADE DE DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;FADIRE;Santa Cruz do Capibaribe;26;PE
FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA;FTBB;Brasília;53;DF
INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ;ISED;Santa Cruz do Capibaribe;26;PE
FACULDADE SANTA CRUZ;FACRUZ;Santa Cruz do Capibaribe;26;PE
FACULDADE DIOCESANA SÃO JOSÉ;FADISI;Rio Branco;12;AC
FACULDADE DOM PEDRO II;FDPII;Salvador;29;BA
FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA;FESVIP;João Pessoa;25;PB
FACULDADE AMÉRICA LATINA;;Caxias do Sul;43;RS
CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;;Curitiba;41;PR
FACULDADE ANHANGUERA DE GUARULHOS;;Guarulhos;35;SP
ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA;ESUP;Goiânia;52;GO
FACULDADES INTEGRADAS IPITANGA;FACIIP;Lauro de Freitas;29;BA
FACULDADES INTEGRADAS PROMOVE DE BRASILIA;;Brasília;53;DF
FACULDADE ANHANGUERA DE VALINHOS;;Valinhos;35;SP
FACULDADES INTEGRADAS IESGO;IESGO;Formosa;52;GO
ESCOLA SUPERIOR DE CIÊNCIAS SOCIAIS;FGV;Rio de Janeiro;33;RJ
FACULDADE PERNAMBUCANA DE SAÚDE;FPS;Recife;26;PE
FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO;FACESF;Belém do São Francisco;26;PE
FACULDADE MARIO SCHENBERG;FMS;Cotia;35;SP
FACULDADE CATÓLICA NOSSA SENHORA DAS VITÓRIAS;FCNSV;Açu;24;RN
FACULDADE BARÃO DO RIO BRANCO;FAB;Rio Branco;12;AC
Faculdade de Ciências, Educação e Teologia do Norte do Brasil;FACETEN;Boa Vista;14;RR
FACULDADE DA IGREJA MINISTÉRIO FAMA;FAIFA;Goiânia;52;GO
FACULDADE CATÓLICA RAINHA DO SERTÃO;FCRS;Quixadá;23;CE
FACULDADE SÃO MARCOS;FASAMAR;Porto Nacional;17;TO
INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE LOURDES;FNSL;Porto Seguro;29;BA
FACULDADES BATISTA DO PARANÁ;FABAPAR;Curitiba;41;PR
FACULDADE INFÓRIUM DE TECNOLOGIA;FIT;Belo Horizonte;31;MG
FACULDADE DO ACRE;FAC;Rio Branco;12;AC
FACULDADE METROPOLITANA DE MANAUS;FAMETRO;Manaus;13;AM
FACULDADE DE PALMAS;FAPAL;Palmas;17;TO
FACULDADE MATO GROSSO DO SUL;FACSUL;Campo Grande;50;MS
FACULDADE DO PIAUÍ;FAPI;Teresina;22;PI
INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA;ISAT;São Gonçalo;33;RJ
FACULDADE SÃO TOMÁS DE AQUINO;FACESTA;Palmeira dos Índios;27;AL
INSTITUTO SUPERIOR DE EDUCAÇÃO SANT´ANA;ISESA;Ponta Grossa;41;PR
FACULDADE SANTA MARIA;FSM;Cajazeiras;25;PB
FACULDADE SANT'ANA;IESSA;Ponta Grossa;41;PR
FACULDADE EUGÊNIO GOMES;;Ipirá;29;BA
FACULDADE FOZ DO IGUAÇU;FAFIG;Foz do Iguaçu;41;PR
FACULDADE CAMPO GRANDE;FCG;Campo Grande;50;MS
INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR;IBHES;Belo Horizonte;31;MG
FACULDADE GUAIANÁS;FAG;São Paulo;35;SP
FACULDADE DE SANTA CATARINA;FASC;São José;42;SC
FACULDADE METROPOLITANA DE BLUMENAU;FAMEBLU;Blumenau;42;SC
INSTITUTO PAULISTA DE ENSINO;FIPEN;Osasco;35;SP
RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA;RATIO;Fortaleza;23;CE
CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;CUFSA;Santo André;35;SP
FACULDADE CNEC GRAVATAÍ;;Gravataí;43;RS
FACULDADE SALESIANA DOM BOSCO;FSDB;Manaus;13;AM
INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION;ISE - SION;Curitiba;41;PR
FACULDADE DO MARANHÃO;FACAM-MA;São Luís;21;MA
FACULDADE ANHANGUERA DE PELOTAS;;Pelotas;43;RS
INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI;ISEI;Ivoti;43;RS
FACULDADE ANHANGUERA DO RIO GRANDE;;Rio Grande;43;RS
Faculdade Villas Boas;FVB;São Paulo;35;SP
FACULDADE MONTEIRO LOBATO;FATO;Porto Alegre;43;RS
FACULDADE VALE DO GORUTUBA;FAVAG;Nova Porteirinha;31;MG
INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA;ISEPE Guaratuba;Guaratuba;41;PR
FACULDADE DE TUPI PAULISTA;-;Tupi Paulista;35;SP
FACULDADE FAE SÃO JOSÉ DOS PINHAIS;;São José dos Pinhais;41;PR
Faculdade Doctum de Juiz de Fora;DOCTUM;Juiz de Fora;31;MG
FACULDADE SETE DE SETEMBRO;FASETE;Paulo Afonso;29;BA
FACULDADE VICTOR HUGO;FVH;São Lourenço;31;MG
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE;FACISABH;Belo Horizonte;31;MG
FACULDADE TEOLÓGICA BATISTA EQUATORIAL;FATEBE;Belém;15;PA
FACULDADE DE FORTALEZA;FAFOR;Fortaleza;23;CE
FACULDADE DO SUDESTE MINEIRO;FACSUM;Juiz de Fora;31;MG
FACULDADE DO RECIFE;FAREC;Recife;26;PE
FACULDADE PARAÍBANA;FAP;João Pessoa;25;PB
FACULDADE DA CIDADE DE MACEIÓ;FACIMA;Maceió;27;AL
FACULDADE DO ESPÍRITO SANTO;FACES;Vitória;32;ES
FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA;FAMEC;Parnamirim;24;RN
Faculdade Paulista São José;;São Paulo;35;SP
FACULDADE SERGIPANA;FASER;Aracaju;28;SE
Faculdade Stella Maris - FSM;FSM;Fortaleza;23;CE
FACULDADE DIADEMA;FAD;Diadema;35;SP
FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI;PIT GUARAPARI;Guarapari;32;ES
FACULDADE CAMBURY DE FORMOSA;CAMBURY;Formosa;52;GO
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA;FAEX;Extrema;31;MG
FACULDADE PITÁGORAS DE IPATINGA;FPI;Ipatinga;31;MG
FACULDADE DE DIREITO SANTO AGOSTINHO;FADISA;Montes Claros;31;MG
FACULDADE INTEGRADA METROPOLITANA DE CAMPINAS;METROCAMP;Campinas;35;SP
FACULDADE DE CAFELÂNDIA;FAC;Cafelândia;41;PR
ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA;ESTEF;Porto Alegre;43;RS
FACULDADE ALMEIDA RODRIGUES;FAR;Rio Verde;52;GO
FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO;UCESP;Araçatuba;35;SP
FACULDADE DE DIREITO DE SANTA MARIA;FADISMA;Santa Maria;43;RS
FACULDADE FIDELIS;FF;Curitiba;41;PR
FACULDADE GEREMÁRIO DANTAS;SFNSC;Rio de Janeiro;33;RJ
FACULDADE KENNEDY DE MINAS GERAIS - FKMG;FKMG;Belo Horizonte;31;MG
FACULDADE LUTERANA RUI BARBOSA;FALURB;Marechal Cândido Rondon;41;PR
ESCOLA SUPERIOR DE EDUCAÇÃO CORPORATIVA;ESEC;São José;42;SC
INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU;ISEAT;Vila Velha;32;ES
FACULDADE DA AMAZÔNIA;FAMA;Vilhena;11;RO
FACULDADE UNIÃO BANDEIRANTE;FUBSJ;São José;42;SC
FACULDADE ITEANA DE BOTUCATU;FITB;Botucatu;35;SP
Faculdade Cândido Rondon;FCR;Cuiabá;51;MT
FACULDADE CORPORATIVA CESPI;FACESPI;Piraju;35;SP
FACULDADE CENECISTA DE RIO DAS OSTRAS;FCRO;Rio das Ostras;33;RJ
FACULDADE MONTES BELOS;FMB;São Luís de Montes Belos;52;GO
FACULDADE DA ALDEIA DE CARAPICUÍBA;FALC;Carapicuíba;35;SP
INSTITUTO SUPERIOR DE EDUCAÇÃO CERES;ISE-CERES;São José do Rio Preto;35;SP
FACULDADE DA AMAZÔNIA OCIDENTAL;FAAO;Rio Branco;12;AC
INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER;IFIBE;Passo Fundo;43;RS
INSTITUIÇÃO DE ENSINO SÃO FRANCISCO;IESF;Mogi Guaçu;35;SP
ESCOLA SUPERIOR MADRE CELESTE;ESMAC;Ananindeua;15;PA
FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS;PIO XII - DIR;Cariacica;32;ES
FACULDADE ANHANGUERA DE MATÃO;;Matão;35;SP
FACULDADE PAN AMERICANA;FPA;Capanema;15;PA
FACULDADE PADRÃO;-;Aparecida de Goiânia;52;GO
FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE;FCM;Campina Grande;25;PB
FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE PARAÍSO DO TOCANTINS;FAP;Paraíso do Tocantins;17;TO
FACULDADE CATÓLICA DO TOCANTINS;FACTO;Palmas;17;TO
FACULDADE SÃO LEOPOLDO MANDIC;;Campinas;35;SP
INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO;INESA;Joinville;42;SC
Faculdade Estácio do Amapá - Estácio Amapá;ESTÁCIO AMAPÁ;Macapá;16;AP
FACULDADE MERIDIONAL;IMED;Passo Fundo;43;RS
FACULDADE INTEGRADA DO BRASIL;FAIBRA;Teresina;22;PI
FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI;FFTP;Mogi das Cruzes;35;SP
FACULDADE FUCAPE;FUCAPE;Vitória;32;ES
FACULDADE DE SOROCABA;;Sorocaba;35;SP
FACULDADE CIDADE DO SALVADOR;FCS;Salvador;29;BA
FACULDADE ESAMC SANTOS;ESAMC;Santos;35;SP
FACULDADE ASCES;ASCES;Caruaru;26;PE
FACULDADE CEARENSE;FAC;Fortaleza;23;CE
FACULDADE DE ENSINO SUPERIOR DE FLORIANO;FAESF;Floriano;22;PI
FACULDADE PARANAENSE;FAPAR;Curitiba;41;PR
FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS;FACIT;Montes Claros;31;MG
FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA;FIBRA;Belém;15;PA
FACULDADE DE CIÊNCIAS GERENCIAIS DA BAHIA;UNICENID;Salvador;29;BA
FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS;FACICA;Campos Gerais;31;MG
Faculdade Estácio Montessori de Ibiúna;ESTÁCIO FMI;Ibiúna;35;SP
FACULDADE DE CIÊNCIAS CONTÁBEIS LUIZ MENDES;LUMEN FACULDADES;João Pessoa;25;PB
FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS;PIT TEIXEIRA;Teixeira de Freitas;29;BA
FACULDADE CIDADE DE JOÃO PINHEIRO;FCJP;João Pinheiro;31;MG
FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO;PIO XII - BIO;Cariacica;32;ES
FACULDADE PROMOVE DE JANAÚBA;;Janaúba;31;MG
FACULDADE PROMOVE DE BELO HORIZONTE;PROMOVE;Belo Horizonte;31;MG
FACULDADES INTEGRADAS IPIRANGA;FAINTIPI;Belém;15;PA
FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL;FACHASUL;Chapadão do Sul;50;MS
FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ;FEAPA;Belém;15;PA
FACULDADE ESTÁCIO DE NATAL;ESTÁCIO DE NATAL;Natal;24;RN
FACULDADE SÃO LUÍS;FSL;Brusque;42;SC
FACULDADE DAMÁSIO;FD;São Paulo;35;SP
FACUDADE IEDUCARE - FIED;FIED;Tianguá;23;CE
INSTITUTO TEOLÓGICO FRANCISCANO;ITF;Petrópolis;33;RJ
INSTITUTO MACAPAENSE DE ENSINO SUPERIOR;IMMES;Macapá;16;AP
INSTITUTO SALVADOR DE ENSINO E CULTURA;ISEC;Salvador;29;BA
FACULDADE MARIA MILZA;FAMAM;Cruz das Almas;29;BA
FACULDADE ARQUIDIOCESANA DE MARIANA;FAM;Mariana;31;MG
FACULDADE DE ADMINISTRAÇÃO DE MARIANA;FAMA;Mariana;31;MG
FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL;FISUL;Garibaldi;43;RS
FACULDADE PROCESSUS;PFD;Brasília;53;DF
FACULDADE CATÓLICA DE FORTALEZA;FCF;Fortaleza;23;CE
FACULDADE ANGLICANA DE ERECHIM;FAE;Erechim;43;RS
INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP;ISCECAP;Brasília;53;DF
FUNVIC - FACULDADE DE PINDAMONHANGABA;;Pindamonhangaba;35;SP
FACULDADE ATENEU;FATE;Fortaleza;23;CE
FACULDADE APOIO;FA;Lauro de Freitas;29;BA
FACULDADE EINSTEIN;;Salvador;29;BA
FACULDADE ESTÁCIO DE SÁ DE GOIÁS;FESGO;Goiânia;52;GO
FACULDADE DIVINÓPOLIS;FACED;Divinópolis;31;MG
FACULDADE DE ARTE E DESIGN;FAD;Divinópolis;31;MG
FACULDADE DE DIREITO UNIDADE GUARAPARI;FADIG;Guarapari;32;ES
FACULDADE ARTHUR THOMAS;CESA;Londrina;41;PR
INSTITUTO NATALENSE DE EDUCAÇÃO SUPERIOR;INAES;Natal;24;RN
INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ;ISESPI;Canto do Buriti;22;PI
FACULDADE DE CIÊNCIAS DE GUARULHOS;FACIG;Guarulhos;35;SP
FACULDADE DO SUDESTE GOIANO;FASUG;Pires do Rio;52;GO
FACULDADE RORAIMENSE DE ENSINO SUPERIOR;FARES;Boa Vista;14;RR
FACULDADE SÃO GERALDO;FSG;Cariacica;32;ES
FACULDADE VENDA NOVA DO IMIGRANTE;FAVENI;Venda Nova do Imigrante;32;ES
FACULDADE EVANGÉLICA DO MEIO NORTE;FAEME;Coroatá;21;MA
FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL;FATEFIG;Tucuruí;15;PA
FACULDADE PAULISTA DE EDUCAÇÃO E COMUNICAÇÃO;FAPEC;Ibiúna;35;SP
INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA LUIS EDUARDO MAGALHÃES;IESULEM;Luís Eduardo Magalhães;29;BA
FACULDADE DE EDUCAÇÃO SANTA TEREZINHA;FEST;Imperatriz;21;MA
FIAM-FAAM - CENTRO UNIVERSITÁRIO;UNIFIAM-FAAM;São Paulo;35;SP
FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA;FAESF/UNEF;Feira de Santana;29;BA
UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Campina Grande;25;PB
ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;Belford Roxo;33;RJ
INSTITUTO DE ENSINO SUPERIOR DE OLINDA;IESO;Olinda;26;PE
FACULDADE ZACARIAS DE GÓES;FAZAG;Valença;29;BA
FACULDADE DE TECNOLOGIA FAESA;CET-FAESA;Vitória;32;ES
